gender,age,senior_citizen,num_dependents,zip_code,tenure_months,num_referrals,total_monthly_fee,total_charges_quarter,contract_type,churn_label
1,29,0,1,93240,72,4,107.7,7919.8,Two Year,0
0,28,0,0,94590,37,0,19.85,784.25,Two Year,0
0,58,0,0,92358,71,0,118.65,8477.6,Two Year,0
0,48,0,0,92278,3,0,96.6,291.9,Month-to-Month,1
1,24,0,0,92582,72,2,78.85,5763.15,Two Year,0
0,35,0,0,93901,70,0,26.05,1856.4,One Year,0
0,65,1,0,91405,18,0,103.6,1806.35,Month-to-Month,0
1,51,0,0,94585,51,0,86.35,4267.15,One Year,0
1,50,0,0,93210,6,0,80.25,493.4,Two Year,0
0,69,1,0,93627,24,1,93.55,2264.05,Month-to-Month,1
0,23,0,2,92260,65,0,82.5,5215.1,Two Year,0
0,27,0,0,95542,3,0,24.6,86.35,Month-to-Month,0
0,67,1,0,92860,52,1,109.1,5647.95,Two Year,0
1,76,1,0,95939,1,0,94.0,94.0,Month-to-Month,1
0,63,0,1,94404,40,0,64.1,2460.35,Month-to-Month,0
0,29,0,5,95485,1,9,19.25,19.25,Month-to-Month,0
0,37,0,1,92040,35,5,19.85,739.35,Two Year,0
1,24,0,3,95546,72,9,65.25,4478.85,Two Year,0
1,52,0,0,93306,35,0,83.15,2848.45,Month-to-Month,0
0,35,0,0,93424,28,0,59.0,1654.45,One Year,0
0,45,0,0,95527,72,7,64.75,4804.75,Two Year,0
1,48,0,0,91362,54,0,20.0,1149.65,Two Year,0
1,52,0,0,91791,18,6,95.15,1779.95,Month-to-Month,1
1,49,0,2,92251,69,10,19.9,1356.7,Two Year,0
1,30,0,0,91902,8,0,70.1,551.35,Month-to-Month,1
1,19,0,3,93927,52,10,19.2,1054.75,Two Year,0
0,64,0,0,94590,4,0,89.6,365.65,Month-to-Month,1
0,30,0,0,93219,3,0,69.55,222.3,Month-to-Month,1
1,19,0,0,92071,49,0,19.9,1022.6,Two Year,0
1,39,0,0,92121,43,0,101.4,4528.0,Month-to-Month,1
1,72,1,0,93551,1,0,70.05,70.05,Two Year,0
0,58,0,2,90241,1,6,19.4,19.4,Month-to-Month,0
0,33,0,0,93635,3,0,70.25,229.7,Month-to-Month,0
1,64,0,0,92028,72,6,114.1,8086.4,Two Year,0
1,63,0,0,94963,47,7,19.65,973.1,Two Year,0
1,20,0,0,92027,71,9,24.5,1816.2,Two Year,0
0,42,0,0,91307,72,7,109.7,8129.3,Two Year,0
1,25,0,0,95002,4,0,94.9,360.55,Month-to-Month,0
0,58,0,1,90822,72,9,117.5,8670.1,Two Year,0
1,48,0,2,95838,52,9,44.25,2276.1,One Year,0
0,69,1,0,95829,51,1,77.5,3807.35,Month-to-Month,1
0,59,0,3,92364,22,5,80.15,1790.65,Month-to-Month,0
0,49,0,0,95560,35,0,113.2,3914.05,Two Year,0
1,47,0,0,95540,7,0,19.95,147.5,Month-to-Month,0
1,65,1,0,95923,22,0,96.7,2082.95,Month-to-Month,1
0,43,0,0,91108,11,0,48.55,501.0,Month-to-Month,1
1,39,0,1,92262,12,2,19.2,239.0,Month-to-Month,0
1,61,0,2,95139,72,2,26.1,1851.45,Two Year,0
1,41,0,2,92083,43,0,40.45,1912.85,Month-to-Month,0
1,60,0,0,90807,35,0,55.0,2010.55,Month-to-Month,1
0,38,0,0,91324,17,1,104.2,1743.5,Month-to-Month,1
0,63,0,0,92021,72,3,60.0,4264.0,Two Year,0
1,66,1,0,94539,8,0,100.3,832.35,Month-to-Month,1
1,27,0,0,94972,66,0,114.3,7383.7,One Year,0
0,69,1,0,95984,1,0,25.05,25.05,Month-to-Month,1
1,44,0,0,94903,38,1,79.45,3013.05,Month-to-Month,1
1,75,1,0,96015,6,4,80.8,457.1,Two Year,0
1,26,0,2,94044,72,1,103.95,7517.7,Two Year,0
1,61,0,0,90019,71,0,106.7,7382.25,Two Year,0
1,72,1,1,93301,47,1,84.95,4018.05,One Year,0
0,68,1,0,93063,7,0,48.2,340.35,Two Year,0
1,57,0,1,91042,29,0,45.0,1242.45,Month-to-Month,0
1,71,1,0,93725,7,8,89.0,605.45,Two Year,0
0,22,0,0,93249,70,9,57.8,4039.3,Two Year,0
1,22,0,1,92553,10,0,19.95,219.5,One Year,0
1,23,0,0,92592,1,0,75.9,75.9,Month-to-Month,1
0,43,0,3,93274,48,3,45.0,2196.3,One Year,0
0,19,0,0,92530,1,0,50.1,50.1,Month-to-Month,0
1,64,0,0,94923,52,6,81.4,4354.45,One Year,0
1,76,1,0,92122,32,2,74.9,2303.35,Month-to-Month,1
1,32,0,0,91207,5,0,19.25,86.05,Month-to-Month,0
0,63,0,0,95369,61,1,99.15,6010.05,Month-to-Month,1
0,40,0,0,92844,3,0,97.9,315.3,Month-to-Month,1
0,55,0,0,96007,5,1,69.95,330.15,Month-to-Month,1
1,38,0,0,95111,60,0,39.6,2424.5,Two Year,0
0,33,0,0,92117,58,1,102.1,5885.4,Month-to-Month,1
0,70,1,0,94130,31,1,98.9,2911.3,Month-to-Month,1
1,58,0,0,92675,17,2,102.55,1742.5,Month-to-Month,0
0,56,0,0,91377,72,1,112.1,7965.95,Two Year,0
1,72,1,0,92660,34,0,99.85,3343.15,One Year,0
1,23,0,0,90212,72,10,19.7,1421.9,Two Year,0
1,47,0,0,92592,3,0,90.7,237.65,Month-to-Month,0
1,23,0,0,94954,41,0,25.25,996.45,Month-to-Month,0
0,58,0,0,92064,49,0,74.45,3721.9,Two Year,0
1,61,0,0,95914,24,10,74.4,1712.9,One Year,0
0,78,1,0,95742,5,0,75.55,349.65,Month-to-Month,1
1,54,0,1,93666,46,1,20.2,917.45,Two Year,0
0,56,0,0,95018,1,0,70.75,70.75,Month-to-Month,1
1,48,0,0,95975,54,8,74.55,4191.45,Two Year,0
1,69,1,0,96029,51,0,79.6,3974.7,One Year,0
1,34,0,0,92264,29,0,48.95,1323.7,Month-to-Month,0
1,29,0,1,93727,50,1,75.5,4025.6,One Year,0
0,65,1,0,93606,46,0,110.0,4874.8,One Year,1
0,70,1,0,95207,9,0,74.55,622.9,Month-to-Month,1
1,54,0,0,95717,44,0,85.25,3704.15,One Year,0
0,64,0,0,96006,1,0,82.3,82.3,Month-to-Month,1
1,56,0,0,92227,66,0,74.6,4798.4,Two Year,0
0,43,0,2,95776,3,0,55.1,154.65,Month-to-Month,1
0,56,0,0,95070,16,3,94.65,1461.15,Month-to-Month,0
0,27,0,0,94973,45,0,100.3,4483.95,One Year,0
1,47,0,0,95364,17,0,65.75,1111.2,Month-to-Month,0
1,29,0,0,93940,72,4,115.15,8349.45,Two Year,0
1,29,0,2,92585,55,1,85.5,4713.4,Month-to-Month,0
0,40,0,0,92338,3,0,75.25,242.0,Month-to-Month,1
0,61,0,0,91301,13,0,19.65,244.8,One Year,0
0,78,1,0,96048,68,2,60.65,3975.9,One Year,0
1,57,0,0,91208,43,0,19.55,876.15,Two Year,0
0,48,0,1,91730,7,0,71.05,472.65,Month-to-Month,0
0,46,0,0,96137,1,1,69.1,69.1,Month-to-Month,1
1,33,0,1,93664,56,6,75.85,4261.2,Two Year,0
1,62,0,0,95954,17,0,76.65,1313.55,Month-to-Month,1
1,64,0,0,95926,2,0,29.85,75.6,Month-to-Month,1
1,54,0,3,92234,53,9,69.7,3686.05,Two Year,0
0,45,0,0,92585,19,0,20.25,383.65,One Year,0
0,55,0,0,92027,23,5,60.0,1347.15,One Year,0
1,63,0,0,93605,7,0,73.6,520.0,Month-to-Month,1
0,56,0,0,94572,56,9,80.3,4513.65,Two Year,0
1,25,0,0,95230,21,0,75.3,1570.7,Month-to-Month,0
0,37,0,0,95117,64,1,115.0,7396.15,One Year,0
1,40,0,0,93283,24,0,20.75,487.05,Two Year,0
1,31,0,0,95361,57,2,107.95,5969.85,Two Year,0
0,32,0,2,96003,3,9,19.1,52.0,Two Year,0
1,78,1,0,93109,8,7,64.4,581.7,Two Year,0
0,37,0,0,92257,1,0,49.95,49.95,Month-to-Month,0
1,45,0,0,95019,30,0,100.4,2936.25,Month-to-Month,0
1,49,0,1,93450,52,1,93.25,4631.7,Month-to-Month,0
0,46,0,0,96137,29,0,19.85,573.05,Month-to-Month,0
1,21,0,3,95621,59,4,86.75,5186.0,Two Year,0
0,34,0,2,94027,61,2,49.7,2961.4,One Year,0
1,19,0,0,95119,27,0,69.35,1927.3,One Year,0
0,21,0,0,95014,70,1,114.2,7723.9,Two Year,1
1,31,0,0,95323,7,0,90.45,593.45,Month-to-Month,1
1,53,0,0,91773,35,0,75.35,2636.05,Month-to-Month,1
0,74,1,0,95602,26,0,95.0,2497.2,Month-to-Month,1
0,77,1,2,95254,32,1,100.4,3217.65,One Year,0
0,57,0,0,91752,14,1,89.65,1208.35,Month-to-Month,1
0,64,0,0,90056,63,0,24.2,1618.2,Two Year,0
0,51,0,0,92220,42,0,54.75,2348.45,One Year,0
0,50,0,2,95501,11,1,25.0,300.7,Two Year,0
1,40,0,3,91932,9,0,55.35,449.75,Month-to-Month,1
1,63,0,1,93962,66,0,19.95,1269.1,Two Year,0
1,41,0,0,93105,72,5,89.85,6562.9,Two Year,0
0,73,1,0,95139,72,1,114.65,8333.95,Two Year,0
1,22,0,2,96023,15,6,59.65,867.1,Month-to-Month,0
0,23,0,0,95436,71,10,66.8,4689.15,One Year,0
0,48,0,3,91206,13,0,79.25,1111.65,Month-to-Month,1
1,31,0,0,95012,21,0,20.35,422.7,One Year,0
1,31,0,2,95454,68,3,95.1,6683.4,Two Year,0
1,62,0,0,94933,1,0,44.0,44.0,Month-to-Month,0
1,35,0,0,92036,10,0,95.25,1021.55,Month-to-Month,0
0,44,0,0,92109,2,0,79.75,164.5,Month-to-Month,1
1,31,0,0,91501,13,0,99.0,1301.7,Month-to-Month,1
1,54,0,3,91325,6,1,20.4,107.6,Two Year,0
0,48,0,0,90046,29,0,67.45,1801.1,Month-to-Month,0
1,50,0,0,91504,27,0,55.45,1477.65,One Year,0
1,56,0,2,91790,68,9,105.75,7322.5,One Year,0
1,61,0,0,90604,46,0,20.05,902.0,Two Year,0
0,50,0,0,95843,6,0,69.25,418.4,Month-to-Month,1
1,31,0,0,95003,1,0,21.1,21.1,Month-to-Month,0
0,51,0,0,95709,4,0,68.65,261.25,Month-to-Month,1
1,33,0,0,91311,59,3,19.3,1192.7,Two Year,0
1,26,0,0,96093,5,0,20.05,95.55,Month-to-Month,0
0,61,0,0,92328,40,10,78.85,3126.85,Month-to-Month,0
0,40,0,0,94572,47,1,85.3,4045.65,Month-to-Month,1
1,24,0,0,91352,61,0,104.0,6363.45,One Year,0
1,39,0,0,90232,1,0,49.05,49.05,Month-to-Month,0
0,39,0,0,95587,57,5,100.75,5985.0,One Year,0
0,25,0,0,94118,65,1,71.0,4386.2,Two Year,0
1,42,0,0,95567,10,0,33.9,298.45,Month-to-Month,1
1,42,0,0,90211,27,0,20.35,531.6,Two Year,0
1,52,0,0,95663,42,9,94.4,4014.6,Month-to-Month,0
0,79,1,0,94027,28,0,103.3,2890.65,Month-to-Month,1
1,55,0,0,91737,40,0,36.0,1382.9,One Year,0
1,61,0,0,92126,6,0,84.85,523.5,Month-to-Month,1
0,30,0,0,95458,71,2,90.1,6310.9,Two Year,0
0,58,0,1,90290,56,2,19.8,1119.9,Two Year,0
1,62,0,0,94568,22,0,54.45,1127.35,Month-to-Month,1
1,32,0,0,91350,1,0,70.3,70.3,Month-to-Month,1
0,30,0,0,92373,31,0,84.75,2613.4,Month-to-Month,0
0,24,0,0,93611,29,0,76.0,2215.25,Month-to-Month,0
1,74,1,0,95247,41,1,83.75,3273.55,Month-to-Month,1
0,66,1,0,95747,58,5,97.8,5458.8,One Year,0
0,45,0,0,91773,31,1,19.55,658.95,Month-to-Month,1
1,51,0,0,92673,11,0,70.2,760.05,Month-to-Month,0
0,76,1,0,92509,1,1,69.55,69.55,Month-to-Month,1
1,51,0,0,91204,47,0,94.8,4535.85,One Year,0
0,30,0,0,92285,72,0,21.15,1419.4,Two Year,0
1,68,1,0,91915,71,7,107.5,7713.55,Month-to-Month,0
0,61,0,0,93280,3,2,46.1,130.15,Month-to-Month,0
1,58,0,0,92657,67,0,111.3,7482.1,One Year,1
0,34,0,1,95640,55,6,100.9,5448.6,One Year,0
0,35,0,0,90005,15,9,25.2,387.9,Two Year,0
0,36,0,0,91352,3,0,71.1,213.35,Two Year,0
0,45,0,3,92584,72,10,84.2,5986.55,Two Year,0
0,28,0,0,90292,2,0,45.25,85.5,Month-to-Month,1
0,22,0,0,93702,63,0,99.9,6137.0,One Year,1
1,41,0,0,93446,65,0,74.2,4805.65,Two Year,0
1,60,0,0,92054,35,0,89.2,3251.3,One Year,0
1,60,0,0,92865,67,1,111.3,7567.2,Two Year,0
0,63,0,0,90013,9,0,20.15,238.15,Month-to-Month,0
1,28,0,0,91759,24,0,54.95,1348.5,Month-to-Month,0
1,22,0,0,95555,26,0,54.55,1362.85,One Year,0
0,51,0,0,92270,18,0,95.05,1679.4,Month-to-Month,0
1,30,0,0,94553,71,0,108.05,7532.15,Two Year,1
1,78,1,0,95488,41,0,99.8,4259.3,Month-to-Month,1
0,62,0,0,96076,1,0,68.65,68.65,Month-to-Month,1
1,46,0,0,93434,40,5,80.8,3132.75,One Year,0
0,29,0,0,92506,31,0,65.25,1994.3,Month-to-Month,1
0,53,0,3,92009,2,0,24.4,36.55,Month-to-Month,1
1,30,0,0,95828,5,0,85.3,424.15,Month-to-Month,1
1,49,0,0,92028,12,0,45.4,518.9,Month-to-Month,1
0,74,1,0,95746,36,0,91.95,3301.05,Month-to-Month,0
0,33,0,0,96109,22,0,59.05,1253.5,Month-to-Month,0
0,23,0,0,95833,21,0,71.05,1524.85,Two Year,0
0,25,0,0,94010,3,0,34.8,113.95,Month-to-Month,0
0,29,0,0,94132,1,0,69.95,69.95,Month-to-Month,1
0,38,0,0,95827,60,0,99.65,5941.05,Two Year,0
0,60,0,1,90291,61,5,100.7,6018.65,One Year,0
1,34,0,1,94525,25,6,54.3,1296.8,Month-to-Month,0
1,24,0,0,93267,5,0,55.8,274.35,Month-to-Month,0
1,24,0,0,93526,10,0,20.25,202.5,Two Year,0
0,19,0,0,92887,49,6,52.15,2583.75,Month-to-Month,0
1,39,0,0,95635,5,0,70.0,347.4,One Year,1
1,19,0,0,95918,70,10,51.05,3635.15,One Year,0
1,44,0,0,92308,66,0,105.65,6844.5,Two Year,0
1,42,0,0,96039,49,0,100.6,5069.65,One Year,1
1,38,0,0,93652,67,8,70.9,4677.1,Two Year,0
1,28,0,1,92004,47,1,54.25,2538.2,Month-to-Month,0
1,79,1,0,94123,39,0,95.65,3759.05,Month-to-Month,1
0,76,1,0,95453,1,6,76.4,76.4,Month-to-Month,1
1,61,0,0,95645,23,0,96.9,2085.45,Month-to-Month,0
0,31,0,0,92131,64,10,96.9,6314.35,One Year,0
1,57,0,3,95030,1,10,19.2,19.2,Month-to-Month,0
0,42,0,0,93553,13,0,89.4,1132.35,Month-to-Month,1
0,74,1,0,92833,72,4,89.55,6448.85,Two Year,0
1,19,0,0,95425,29,0,24.85,788.05,One Year,0
0,23,0,0,94920,6,0,89.75,552.65,Month-to-Month,0
1,46,0,2,91701,16,0,69.1,1083.7,Month-to-Month,0
0,27,0,0,95012,1,8,55.3,55.3,Month-to-Month,0
0,55,0,0,90263,7,0,20.65,155.9,Month-to-Month,0
0,21,0,0,95595,15,0,86.2,1270.2,Month-to-Month,1
0,51,0,0,94574,33,0,83.35,2757.85,Month-to-Month,1
0,34,0,0,95257,13,1,43.8,592.65,One Year,0
0,19,0,0,96067,19,0,39.7,710.05,Month-to-Month,0
0,73,1,0,95658,2,0,30.4,78.65,Month-to-Month,1
1,49,0,0,90703,45,0,20.4,930.45,One Year,1
1,22,0,0,91201,61,3,20.55,1252.0,One Year,0
1,48,0,0,94568,1,0,19.75,19.75,Month-to-Month,0
0,45,0,0,96024,2,0,70.95,137.95,Month-to-Month,1
1,34,0,0,94928,6,3,82.85,460.25,Month-to-Month,1
0,21,0,0,92139,15,1,88.15,1390.6,Month-to-Month,1
1,24,0,0,91345,53,0,24.6,1279.0,Two Year,0
0,59,0,0,95935,55,6,94.75,5276.1,One Year,0
1,32,0,4,90804,7,0,95.0,655.5,Month-to-Month,1
1,79,1,0,96067,68,9,41.95,2965.75,Two Year,0
1,27,0,0,91906,1,0,45.1,45.1,Month-to-Month,1
1,45,0,0,90680,1,0,19.75,19.75,Month-to-Month,0
1,58,0,0,92320,2,0,19.75,39.3,Month-to-Month,0
0,62,0,0,95350,28,0,80.6,2244.95,Month-to-Month,0
0,63,0,0,92130,30,1,94.1,2804.45,Month-to-Month,1
0,30,0,0,92086,5,0,20.15,117.95,Month-to-Month,0
1,28,0,0,93305,8,0,19.7,168.9,Month-to-Month,0
0,69,1,0,95673,56,0,96.85,5219.65,Two Year,0
1,54,0,2,90044,6,8,19.85,138.85,Month-to-Month,0
1,33,0,0,96003,52,0,103.05,5364.8,Month-to-Month,0
0,42,0,0,90047,13,1,76.2,981.45,Month-to-Month,0
1,77,1,0,92584,29,1,51.6,1442.0,One Year,0
0,19,0,0,91739,67,1,59.55,4103.9,Two Year,0
0,53,0,0,92363,72,0,64.45,4528.0,Two Year,0
1,46,0,0,96093,31,0,78.45,2435.15,Month-to-Month,1
0,41,0,0,92028,4,0,79.15,317.25,Month-to-Month,1
1,24,0,0,94950,68,0,108.45,7176.55,One Year,1
1,69,1,0,91723,38,2,24.85,955.75,Month-to-Month,0
1,74,1,2,92557,50,3,75.15,3822.45,Two Year,0
0,63,0,0,91411,16,0,19.35,295.55,One Year,0
0,30,0,2,96075,10,6,55.55,551.3,Month-to-Month,0
0,55,0,0,93657,62,0,25.8,1563.95,Two Year,0
0,57,0,1,92536,24,0,19.75,498.1,Two Year,0
0,37,0,0,94925,1,0,24.9,24.9,Month-to-Month,0
0,72,1,1,90660,27,0,78.05,2135.5,Month-to-Month,1
1,44,0,0,92121,3,0,36.85,108.7,Month-to-Month,1
1,80,1,0,92129,46,1,101.0,4680.05,Month-to-Month,1
1,30,0,0,90266,9,0,99.3,918.75,Month-to-Month,0
1,44,0,0,94523,61,1,105.55,6281.45,Month-to-Month,1
0,64,0,0,92128,15,0,19.6,331.6,Two Year,0
0,43,0,1,92401,19,3,49.6,962.9,Month-to-Month,0
1,25,0,0,95110,59,0,25.0,1510.5,Two Year,0
0,70,1,0,95326,20,1,60.0,1259.35,One Year,0
1,41,0,0,92808,11,0,74.95,815.5,Month-to-Month,1
0,39,0,0,95641,46,0,24.95,1165.9,One Year,0
0,30,0,0,94015,62,10,101.35,6164.7,Month-to-Month,0
1,43,0,0,91770,47,1,107.35,5118.95,Month-to-Month,1
0,60,0,0,91789,3,0,79.1,246.5,Month-to-Month,1
0,53,0,0,92807,1,0,81.1,81.1,Month-to-Month,1
0,49,0,1,94020,30,8,19.3,602.9,Two Year,0
1,32,0,1,95313,18,1,87.9,1500.5,Month-to-Month,0
1,44,0,0,92121,2,0,62.05,118.3,Month-to-Month,1
1,44,0,0,95563,2,0,45.0,96.45,Month-to-Month,1
1,39,0,3,93962,18,1,19.8,342.3,One Year,0
1,53,0,0,94606,18,1,57.45,990.85,Month-to-Month,1
0,30,0,0,93648,29,0,20.0,599.3,One Year,0
1,40,0,0,90822,1,0,70.4,70.4,Month-to-Month,1
0,32,0,2,92305,11,1,29.6,346.45,Month-to-Month,0
1,28,0,3,91344,8,0,19.45,159.2,Month-to-Month,0
1,32,0,3,95422,19,3,20.2,387.4,Two Year,0
1,62,0,0,91423,30,0,89.9,2723.15,Month-to-Month,0
0,59,0,0,96057,61,0,43.7,2696.55,One Year,0
1,66,1,0,95039,1,0,86.05,86.05,Month-to-Month,1
1,62,0,2,95550,19,0,24.1,439.2,Month-to-Month,0
1,43,0,0,95246,29,1,94.65,2649.15,Month-to-Month,1
0,56,0,0,90032,72,7,25.0,1849.2,Two Year,0
0,58,0,0,95687,58,1,55.5,3166.9,Two Year,0
1,77,1,2,95938,66,0,116.25,7862.25,One Year,0
0,42,0,0,92304,1,0,20.15,20.15,Month-to-Month,1
1,53,0,0,91103,3,0,69.65,220.1,Month-to-Month,1
0,39,0,0,91324,40,1,19.1,780.1,Two Year,0
0,61,0,0,90240,60,1,37.7,2288.7,Two Year,0
0,41,0,0,91744,2,3,44.6,80.55,Month-to-Month,1
1,54,0,3,95947,29,0,19.85,535.05,One Year,0
1,80,1,0,91304,1,0,75.35,75.35,Month-to-Month,1
0,23,0,0,95328,39,0,20.7,762.45,Two Year,0
1,20,0,1,96068,31,6,54.35,1647.0,Month-to-Month,0
1,39,0,0,95350,7,1,69.35,451.1,Month-to-Month,1
0,49,0,0,95926,56,0,106.8,5914.4,One Year,0
0,25,0,3,95923,17,1,55.35,920.5,Month-to-Month,0
0,39,0,0,92647,58,1,109.45,6144.55,Two Year,1
1,70,1,0,95823,2,9,70.1,141.65,Month-to-Month,0
1,68,1,0,90002,38,0,94.75,3653.0,Two Year,0
1,27,0,3,92782,31,3,98.05,3082.1,One Year,0
1,51,0,3,94506,68,1,110.2,7467.5,Two Year,0
1,27,0,0,92101,17,0,44.6,681.4,One Year,0
1,22,0,0,92865,4,0,65.55,237.2,Month-to-Month,0
1,60,0,1,95460,68,8,24.0,1664.3,Two Year,0
1,51,0,0,95686,64,0,100.3,6603.8,One Year,0
1,48,0,0,95358,26,0,85.75,2146.5,Month-to-Month,0
1,72,1,0,92129,33,1,94.5,3105.55,Month-to-Month,1
0,35,0,0,94087,56,1,105.6,6068.65,One Year,0
1,31,0,0,92661,32,0,80.35,2596.15,Month-to-Month,1
1,27,0,0,95685,35,0,95.5,3418.2,Month-to-Month,0
1,25,0,1,93953,66,8,79.85,5234.95,Two Year,0
1,64,0,2,92122,1,0,24.2,24.2,Month-to-Month,0
0,51,0,0,95206,28,0,56.05,1522.65,Month-to-Month,0
0,75,1,0,94561,8,1,84.0,613.4,Month-to-Month,1
1,34,0,0,93230,57,0,90.45,5229.8,Two Year,0
0,64,0,0,94904,22,0,49.8,1049.05,Month-to-Month,0
0,35,0,0,92117,7,1,81.1,576.65,Month-to-Month,1
0,75,1,0,94129,72,2,115.75,8443.7,Two Year,0
0,38,0,0,95628,33,0,60.9,2033.85,Month-to-Month,0
0,80,1,0,91740,3,0,25.3,77.75,Month-to-Month,1
0,60,0,3,95041,31,3,21.0,697.7,Two Year,0
1,73,1,0,94525,2,0,66.4,94.55,Month-to-Month,1
0,39,0,0,96096,34,1,87.45,2874.15,Month-to-Month,1
1,35,0,7,93277,1,0,19.25,19.25,Month-to-Month,1
1,42,0,0,91506,13,0,19.95,257.0,One Year,0
1,49,0,0,95407,1,0,45.3,45.3,Month-to-Month,1
1,21,0,0,95249,1,1,19.65,19.65,One Year,0
1,70,1,0,94801,3,1,94.6,279.55,Month-to-Month,1
0,53,0,1,95430,35,9,25.4,949.8,Two Year,0
1,27,0,1,96101,8,8,19.7,130.25,Two Year,0
0,69,1,0,95688,18,0,49.85,865.75,One Year,0
0,21,0,0,90640,24,0,89.55,2259.35,Month-to-Month,0
1,34,0,0,90502,2,0,40.4,77.15,Month-to-Month,1
0,21,0,0,95735,68,0,82.45,5646.6,Two Year,0
1,31,0,3,92504,67,4,103.15,6895.5,Two Year,0
1,50,0,0,93529,66,0,19.7,1253.8,Two Year,0
1,79,1,0,93012,52,5,104.45,5481.25,One Year,0
0,57,0,0,92656,28,0,59.9,1654.7,One Year,0
1,54,0,0,94303,72,3,19.3,1304.8,Two Year,0
1,29,0,0,96126,19,1,100.95,1875.55,One Year,1
1,68,1,0,94550,62,4,89.1,5618.3,Month-to-Month,0
0,38,0,0,93926,23,3,68.75,1689.45,One Year,0
0,34,0,0,94556,11,0,75.25,888.65,Month-to-Month,0
1,62,0,0,92130,1,0,69.4,69.4,Month-to-Month,1
0,61,0,0,91607,2,1,69.0,147.8,Month-to-Month,0
0,79,1,0,90242,17,0,94.2,1608.15,Two Year,0
0,59,0,3,95678,43,3,92.55,4039.0,Month-to-Month,0
0,42,0,0,93203,65,0,26.5,1698.55,Two Year,0
0,40,0,0,92121,16,0,86.25,1340.1,Month-to-Month,0
0,57,0,2,93901,72,9,115.8,8476.5,Two Year,0
1,61,0,0,92657,70,7,25.15,1940.85,Two Year,0
1,33,0,0,92130,30,0,90.25,2755.35,Month-to-Month,1
0,50,0,0,90290,65,0,111.05,7107.0,Month-to-Month,0
1,53,0,0,90245,6,0,94.5,575.45,Month-to-Month,1
0,37,0,0,94117,26,0,80.7,2193.0,Month-to-Month,0
1,33,0,0,96013,3,0,79.25,267.6,Month-to-Month,1
0,56,0,0,94507,72,6,65.5,4919.7,Two Year,0
1,26,0,0,92249,47,1,83.35,4065.0,Month-to-Month,1
1,54,0,2,90660,72,3,24.75,1859.1,Two Year,0
0,27,0,0,90704,25,6,58.6,1502.65,Month-to-Month,1
1,58,0,0,90717,57,0,19.6,1170.55,Two Year,0
1,61,0,1,95441,69,6,95.2,6671.7,Two Year,0
1,53,0,3,90250,72,4,25.55,1867.7,Two Year,0
0,47,0,7,93622,20,6,25.55,507.4,Month-to-Month,0
0,45,0,0,91355,59,1,93.35,5386.5,Month-to-Month,0
1,61,0,0,94607,65,0,110.0,7138.65,One Year,0
1,54,0,0,96090,9,0,73.8,704.3,Month-to-Month,0
0,37,0,0,91762,62,5,104.3,6613.65,One Year,0
0,32,0,0,92130,35,0,86.45,3029.1,Month-to-Month,1
0,50,0,1,91755,68,4,89.05,6185.8,Two Year,0
0,52,0,0,93427,61,1,25.3,1554.9,Two Year,0
1,48,0,0,90011,62,0,56.15,3487.95,One Year,0
0,76,1,0,90222,2,0,83.8,163.7,Two Year,0
1,45,0,2,93563,72,7,89.4,6376.55,Two Year,0
0,38,0,0,92108,9,0,45.15,416.45,Month-to-Month,1
1,39,0,0,94127,1,1,68.5,68.5,Month-to-Month,1
1,20,0,0,95936,11,0,79.5,795.65,Month-to-Month,0
0,63,0,3,94080,24,8,78.6,1846.65,Two Year,0
0,72,1,0,90023,72,5,84.1,6129.65,Two Year,0
1,34,0,0,92121,1,0,80.8,80.8,Month-to-Month,1
0,46,0,0,94925,71,7,87.95,6365.35,Two Year,0
1,22,0,2,92126,16,5,84.9,1398.25,Month-to-Month,0
1,61,0,0,91423,2,0,86.0,165.45,Month-to-Month,1
1,47,0,0,95978,32,7,70.5,2201.75,One Year,0
0,60,0,0,92121,38,1,105.0,4026.4,Month-to-Month,1
0,31,0,0,90505,2,0,45.4,80.95,Month-to-Month,0
1,52,0,0,95428,15,0,50.75,688.2,One Year,0
0,19,0,0,95472,60,5,60.8,3603.45,Two Year,0
1,70,1,0,93441,9,1,21.25,204.55,One Year,0
1,44,0,0,92543,34,6,20.05,679.0,Two Year,0
1,22,0,0,95365,32,0,93.4,2979.3,Month-to-Month,0
0,42,0,0,93109,2,0,50.95,123.05,Month-to-Month,0
0,76,1,0,92832,14,0,78.85,1043.8,Month-to-Month,0
0,69,1,0,96063,42,0,104.75,4323.45,Month-to-Month,1
0,61,0,1,91733,14,1,91.65,1301.0,Month-to-Month,1
0,73,1,0,92014,66,3,108.1,7181.95,One Year,0
0,28,0,0,95819,15,0,56.15,931.9,One Year,0
0,20,0,0,96073,63,5,96.0,6109.75,One Year,0
1,46,0,0,90670,72,1,23.55,1723.95,Two Year,0
0,64,0,3,94930,67,5,84.8,5598.3,One Year,0
1,64,0,0,95919,72,0,103.65,7634.8,Two Year,0
1,30,0,1,93286,42,7,54.5,2301.15,Month-to-Month,0
0,25,0,3,93510,58,8,59.75,3624.35,Two Year,0
1,21,0,0,94567,52,0,105.0,5426.85,One Year,1
1,57,0,1,96106,24,9,74.8,1821.2,One Year,0
0,74,1,0,93065,66,7,104.6,6819.45,One Year,0
1,47,0,2,92551,69,9,105.0,7297.75,Two Year,0
